  oid  |    table_schema    |            table_name            | row_estimate | total_bytes | index_bytes | toast_bytes | table_bytes |   total    |   index    |   toast    |   table    
 32624 | lite               | observations_1908_land_3         |  2.27997e+06 |   706887680 |   215875584 |        8192 |   491003904 | 674 MB     | 206 MB     | 8192 bytes | 468 MB
 32657 | lite               | observations_1909_land_3         |   2.4307e+06 |   753328128 |   230154240 |        8192 |   523165696 | 718 MB     | 219 MB     | 8192 bytes | 499 MB
 32690 | lite               | observations_1910_land_3         |  2.55865e+06 |   792592384 |   242253824 |        8192 |   550330368 | 756 MB     | 231 MB     | 8192 bytes | 525 MB
 33658 | lite               | observations_1940_land_0         |  2.45987e+06 |   799727616 |   255827968 |        8192 |   543891456 | 763 MB     | 244 MB     | 8192 bytes | 519 MB
 34065 | lite               | observations_1950_marine_0       |  3.15685e+06 |   820322304 |   270090240 |        8192 |   550223872 | 782 MB     | 258 MB     | 8192 bytes | 525 MB
 32723 | lite               | observations_1911_land_3         |   2.6502e+06 |   821133312 |   250920960 |        8192 |   570204160 | 783 MB     | 239 MB     | 8192 bytes | 544 MB
 32756 | lite               | observations_1912_land_3         |  2.74625e+06 |   850903040 |   260022272 |        8192 |   590872576 | 811 MB     | 248 MB     | 8192 bytes | 564 MB
 32789 | lite               | observations_1913_land_3         |  2.82378e+06 |   874889216 |   267378688 |        8192 |   607502336 | 834 MB     | 255 MB     | 8192 bytes | 579 MB
 32822 | lite               | observations_1914_land_3         |   2.9299e+06 |   907501568 |   277430272 |        8192 |   630063104 | 865 MB     | 265 MB     | 8192 bytes | 601 MB
 33020 | lite               | observations_1920_land_3         |  3.01571e+06 |   935714816 |   285540352 |        8192 |   650166272 | 892 MB     | 272 MB     | 8192 bytes | 620 MB
 33053 | lite               | observations_1921_land_3         |  3.02203e+06 |   937910272 |   286138368 |        8192 |   651763712 | 894 MB     | 273 MB     | 8192 bytes | 622 MB
 32987 | lite               | observations_1919_land_3         |  3.02884e+06 |   939540480 |   286793728 |        8192 |   652738560 | 896 MB     | 274 MB     | 8192 bytes | 623 MB
 32855 | lite               | observations_1915_land_3         |  3.03541e+06 |   940359680 |   287408128 |        8192 |   652943360 | 897 MB     | 274 MB     | 8192 bytes | 623 MB
 33086 | lite               | observations_1922_land_3         |  3.06813e+06 |   952320000 |   290496512 |        8192 |   661815296 | 908 MB     | 277 MB     | 8192 bytes | 631 MB
 32954 | lite               | observations_1918_land_3         |   3.0719e+06 |   952737792 |   290865152 |        8192 |   661864448 | 909 MB     | 277 MB     | 8192 bytes | 631 MB
 32921 | lite               | observations_1917_land_3         |  3.08107e+06 |   954515456 |   291725312 |        8192 |   662781952 | 910 MB     | 278 MB     | 8192 bytes | 632 MB
 33119 | lite               | observations_1923_land_3         |  3.09934e+06 |   961986560 |   293453824 |        8192 |   668524544 | 917 MB     | 280 MB     | 8192 bytes | 638 MB
 32888 | lite               | observations_1916_land_3         |  3.10724e+06 |   962535424 |   294199296 |        8192 |   668327936 | 918 MB     | 281 MB     | 8192 bytes | 637 MB
 33152 | lite               | observations_1924_land_3         |  3.17439e+06 |   985186304 |   300564480 |        8192 |   684613632 | 940 MB     | 287 MB     | 8192 bytes | 653 MB
 33185 | lite               | observations_1925_land_3         |   3.1785e+06 |   986431488 |   300949504 |        8192 |   685473792 | 941 MB     | 287 MB     | 8192 bytes | 654 MB
 33691 | lite               | observations_1941_land_0         |  3.25776e+06 |  1060388864 |   338788352 |        8192 |   721592320 | 1011 MB    | 323 MB     | 8192 bytes | 688 MB
 34109 | lite               | observations_1951_marine_0       |  4.09346e+06 |  1061314560 |   350199808 |        8192 |   711106560 | 1012 MB    | 334 MB     | 8192 bytes | 678 MB
 33218 | lite               | observations_1926_land_3         |  3.41629e+06 |  1062158336 |   323461120 |        8192 |   738689024 | 1013 MB    | 308 MB     | 8192 bytes | 704 MB
 33251 | lite               | observations_1927_land_3         |  3.46894e+06 |  1078550528 |   328433664 |        8192 |   750108672 | 1029 MB    | 313 MB     | 8192 bytes | 715 MB
 33284 | lite               | observations_1928_land_3         |  3.64535e+06 |  1135378432 |   345137152 |        8192 |   790233088 | 1083 MB    | 329 MB     | 8192 bytes | 754 MB
 33317 | lite               | observations_1929_land_3         |  3.70344e+06 |  1153368064 |   350625792 |        8192 |   802734080 | 1100 MB    | 334 MB     | 8192 bytes | 766 MB
 33350 | lite               | observations_1930_land_3         |  4.02803e+06 |  1255530496 |   381362176 |        8192 |   874160128 | 1197 MB    | 364 MB     | 8192 bytes | 834 MB
 34153 | lite               | observations_1952_marine_0       |  5.08234e+06 |  1317330944 |   434782208 |        8192 |   882540544 | 1256 MB    | 415 MB     | 8192 bytes | 842 MB
 33383 | lite               | observations_1931_land_3         |  4.34209e+06 |  1354211328 |   411082752 |        8192 |   943120384 | 1291 MB    | 392 MB     | 8192 bytes | 899 MB
 34197 | lite               | observations_1953_marine_0       |  5.28162e+06 |  1372692480 |   451829760 |        8192 |   920854528 | 1309 MB    | 431 MB     | 8192 bytes | 878 MB
 33416 | lite               | observations_1932_land_3         |  4.43863e+06 |  1384857600 |   420225024 |        8192 |   964624384 | 1321 MB    | 401 MB     | 8192 bytes | 920 MB
 33449 | lite               | observations_1933_land_3         |   4.4524e+06 |  1389494272 |   421527552 |        8192 |   967958528 | 1325 MB    | 402 MB     | 8192 bytes | 923 MB
 33482 | lite               | observations_1934_land_3         |  4.45551e+06 |  1390444544 |   421822464 |        8192 |   968613888 | 1326 MB    | 402 MB     | 8192 bytes | 924 MB
 33515 | lite               | observations_1935_land_3         |  4.51169e+06 |  1407737856 |   427147264 |        8192 |   980582400 | 1343 MB    | 407 MB     | 8192 bytes | 935 MB
 34241 | lite               | observations_1954_marine_0       |  5.56959e+06 |  1448435712 |   476471296 |        8192 |   971956224 | 1381 MB    | 454 MB     | 8192 bytes | 927 MB
 33548 | lite               | observations_1936_land_3         |  4.78789e+06 |  1492647936 |   453287936 |        8192 |  1039351808 | 1424 MB    | 432 MB     | 8192 bytes | 991 MB
 33581 | lite               | observations_1937_land_3         |  4.85006e+06 |  1511931904 |   459169792 |        8192 |  1052753920 | 1442 MB    | 438 MB     | 8192 bytes | 1004 MB
 33614 | lite               | observations_1938_land_3         |  4.93321e+06 |  1537581056 |   467042304 |        8192 |  1070530560 | 1466 MB    | 445 MB     | 8192 bytes | 1021 MB
 34285 | lite               | observations_1955_marine_0       |  5.98736e+06 |  1556160512 |   512196608 |        8192 |  1043955712 | 1484 MB    | 488 MB     | 8192 bytes | 996 MB
 33647 | lite               | observations_1939_land_3         |  5.05492e+06 |  1576034304 |   478568448 |        8192 |  1097457664 | 1503 MB    | 456 MB     | 8192 bytes | 1047 MB
 33680 | lite               | observations_1940_land_3         |  5.17424e+06 |  1613045760 |   489857024 |        8192 |  1123180544 | 1538 MB    | 467 MB     | 8192 bytes | 1071 MB
 33779 | lite               | observations_1943_land_3         |  5.26205e+06 |  1640742912 |   498171904 |        8192 |  1142562816 | 1565 MB    | 475 MB     | 8192 bytes | 1090 MB
 33713 | lite               | observations_1941_land_3         |  5.27552e+06 |  1644273664 |   499433472 |        8192 |  1144832000 | 1568 MB    | 476 MB     | 8192 bytes | 1092 MB
 33746 | lite               | observations_1942_land_3         |  5.29854e+06 |  1651793920 |   501604352 |        8192 |  1150181376 | 1575 MB    | 478 MB     | 8192 bytes | 1097 MB
 33812 | lite               | observations_1944_land_3         |   5.3098e+06 |  1655570432 |   502685696 |        8192 |  1152876544 | 1579 MB    | 479 MB     | 8192 bytes | 1099 MB
 33878 | lite               | observations_1946_land_3         |  5.40747e+06 |  1684029440 |   511942656 |        8192 |  1172078592 | 1606 MB    | 488 MB     | 8192 bytes | 1118 MB
 33845 | lite               | observations_1945_land_3         |  5.45254e+06 |  1698398208 |   516194304 |        8192 |  1182195712 | 1620 MB    | 492 MB     | 8192 bytes | 1127 MB
 34329 | lite               | observations_1956_marine_0       |  6.56696e+06 |  1707704320 |   561782784 |        8192 |  1145913344 | 1629 MB    | 536 MB     | 8192 bytes | 1093 MB
 33922 | lite               | observations_1947_land_3         |  5.55286e+06 |  1727832064 |   525697024 |        8192 |  1202126848 | 1648 MB    | 501 MB     | 8192 bytes | 1146 MB
 33724 | lite               | observations_1942_land_0         |  5.45504e+06 |  1777311744 |   567263232 |        8192 |  1210040320 | 1695 MB    | 541 MB     | 8192 bytes | 1154 MB
 34956 | lite               | observations_1971_land_0         |  5.89772e+06 |  1898659840 |   613269504 |        8192 |  1285382144 | 1811 MB    | 585 MB     | 8192 bytes | 1226 MB
 34373 | lite               | observations_1957_marine_0       |  7.50373e+06 |  1948557312 |   641900544 |        8192 |  1306648576 | 1858 MB    | 612 MB     | 8192 bytes | 1246 MB
 34417 | lite               | observations_1958_marine_0       |  7.90755e+06 |  2050859008 |   676454400 |        8192 |  1374396416 | 1956 MB    | 645 MB     | 8192 bytes | 1311 MB
 34461 | lite               | observations_1959_marine_0       |  7.99124e+06 |  2074255360 |   683589632 |        8192 |  1390657536 | 1978 MB    | 652 MB     | 8192 bytes | 1326 MB
 33856 | lite               | observations_1946_land_0         |  6.49889e+06 |  2109521920 |   675782656 |        8192 |  1433731072 | 2012 MB    | 644 MB     | 8192 bytes | 1367 MB
 34505 | lite               | observations_1960_marine_0       |  8.43409e+06 |  2188181504 |   721477632 |        8192 |  1466695680 | 2087 MB    | 688 MB     | 8192 bytes | 1399 MB
 36177 | lite               | observations_1998_marine_0       |  8.13812e+06 |  2201993216 |   696172544 |        8192 |  1505812480 | 2100 MB    | 664 MB     | 8192 bytes | 1436 MB
 33900 | lite               | observations_1947_land_0         |  7.14959e+06 |  2323283968 |   743448576 |        8192 |  1579827200 | 2216 MB    | 709 MB     | 8192 bytes | 1507 MB
 34593 | lite               | observations_1962_marine_0       |  9.14908e+06 |  2359877632 |   782647296 |        8192 |  1577222144 | 2251 MB    | 746 MB     | 8192 bytes | 1504 MB
 34549 | lite               | observations_1961_marine_0       |  9.16147e+06 |  2363441152 |   783704064 |        8192 |  1579728896 | 2254 MB    | 747 MB     | 8192 bytes | 1507 MB
 35033 | lite               | observations_1972_marine_0       |  9.42341e+06 |  2422448128 |   806100992 |        8192 |  1616338944 | 2310 MB    | 769 MB     | 8192 bytes | 1541 MB
 36133 | lite               | observations_1997_marine_0       |  9.00222e+06 |  2431197184 |   770072576 |        8192 |  1661116416 | 2319 MB    | 734 MB     | 8192 bytes | 1584 MB
 36221 | lite               | observations_1999_marine_0       |  9.11936e+06 |  2462654464 |   780091392 |        8192 |  1682554880 | 2349 MB    | 744 MB     | 8192 bytes | 1605 MB
 36001 | lite               | observations_1994_marine_0       |  9.09567e+06 |  2465488896 |   778067968 |        8192 |  1687412736 | 2351 MB    | 742 MB     | 8192 bytes | 1609 MB
 35957 | lite               | observations_1993_marine_0       |  9.12035e+06 |  2468839424 |   780165120 |        8192 |  1688666112 | 2354 MB    | 744 MB     | 8192 bytes | 1610 MB
 36045 | lite               | observations_1995_marine_0       |  9.14026e+06 |  2477817856 |   781869056 |        8192 |  1695940608 | 2363 MB    | 746 MB     | 8192 bytes | 1617 MB
 35913 | lite               | observations_1992_marine_0       |  9.39429e+06 |  2544197632 |   803610624 |        8192 |  1740578816 | 2426 MB    | 766 MB     | 8192 bytes | 1660 MB
 34637 | lite               | observations_1963_marine_0       |  1.00765e+07 |  2590261248 |   861962240 |        8192 |  1728290816 | 2470 MB    | 822 MB     | 8192 bytes | 1648 MB
 36089 | lite               | observations_1996_marine_0       |  9.57056e+06 |  2590285824 |   818700288 |        8192 |  1771577344 | 2470 MB    | 781 MB     | 8192 bytes | 1690 MB
 35869 | lite               | observations_1991_marine_0       |  9.72917e+06 |  2634448896 |   832249856 |        8192 |  1802190848 | 2512 MB    | 794 MB     | 8192 bytes | 1719 MB
 34945 | lite               | observations_1970_marine_0       |  1.03378e+07 |  2658164736 |   884318208 |        8192 |  1773838336 | 2535 MB    | 843 MB     | 8192 bytes | 1692 MB
 34989 | lite               | observations_1971_marine_0       |   1.0367e+07 |  2661908480 |   886816768 |        8192 |  1775083520 | 2539 MB    | 846 MB     | 8192 bytes | 1693 MB
 36265 | lite               | observations_2000_marine_0       |  1.00373e+07 |  2705817600 |   858603520 |        8192 |  1847205888 | 2580 MB    | 819 MB     | 8192 bytes | 1762 MB
 36309 | lite               | observations_2001_marine_0       |  1.01067e+07 |  2722070528 |   864542720 |        8192 |  1857519616 | 2596 MB    | 824 MB     | 8192 bytes | 1771 MB
 37090 | lite               | observations_2019_land_3         |  8.83353e+06 |  2731270144 |   836190208 |        8192 |  1895071744 | 2605 MB    | 797 MB     | 8192 bytes | 1807 MB
 34681 | lite               | observations_1964_marine_0       |  1.09154e+07 |  2795347968 |   933732352 |        8192 |  1861607424 | 2666 MB    | 890 MB     | 8192 bytes | 1775 MB
 36353 | lite               | observations_2002_marine_0       |  1.04668e+07 |  2818015232 |   895344640 |        8192 |  1922662400 | 2687 MB    | 854 MB     | 8192 bytes | 1834 MB
 35473 | lite               | observations_1982_marine_0       |  1.04963e+07 |  2819694592 |   897867776 |        8192 |  1921818624 | 2689 MB    | 856 MB     | 8192 bytes | 1833 MB
 35297 | lite               | observations_1978_marine_0       |  1.07431e+07 |  2845614080 |   918978560 |        8192 |  1926627328 | 2714 MB    | 876 MB     | 8192 bytes | 1837 MB
 33944 | lite               | observations_1948_land_0         |  8.88725e+06 |  2883731456 |   924131328 |        8192 |  1959591936 | 2750 MB    | 881 MB     | 8192 bytes | 1869 MB
 35341 | lite               | observations_1979_marine_0       |  1.09766e+07 |  2912133120 |   938950656 |        8192 |  1973174272 | 2777 MB    | 895 MB     | 8192 bytes | 1882 MB
 35253 | lite               | observations_1977_marine_0       |  1.10464e+07 |  2919989248 |   944930816 |        8192 |  1975050240 | 2785 MB    | 901 MB     | 8192 bytes | 1884 MB
 35825 | lite               | observations_1990_marine_0       |    1.096e+07 |  2967420928 |   937541632 |        8192 |  2029871104 | 2830 MB    | 894 MB     | 8192 bytes | 1936 MB
 35517 | lite               | observations_1983_marine_0       |   1.1112e+07 |  2985459712 |   950525952 |        8192 |  2034925568 | 2847 MB    | 906 MB     | 8192 bytes | 1941 MB
 34725 | lite               | observations_1965_marine_0       |  1.17823e+07 |  3016179712 |  1007886336 |        8192 |  2008285184 | 2876 MB    | 961 MB     | 8192 bytes | 1915 MB
 35561 | lite               | observations_1984_marine_0       |  1.12926e+07 |  3043270656 |   965992448 |        8192 |  2077270016 | 2902 MB    | 921 MB     | 8192 bytes | 1981 MB
 35209 | lite               | observations_1976_marine_0       |   1.1678e+07 |  3076685824 |   998965248 |        8192 |  2077712384 | 2934 MB    | 953 MB     | 8192 bytes | 1981 MB
 35781 | lite               | observations_1989_marine_0       |  1.14013e+07 |  3078701056 |   975282176 |        8192 |  2103410688 | 2936 MB    | 930 MB     | 8192 bytes | 2006 MB
 34769 | lite               | observations_1966_marine_0       |  1.20491e+07 |  3088523264 |  1030676480 |        8192 |  2057838592 | 2945 MB    | 983 MB     | 8192 bytes | 1963 MB
 34824 | lite               | observations_1968_land_0         |  9.64332e+06 |  3114156032 |  1002717184 |        8192 |  2111430656 | 2970 MB    | 956 MB     | 8192 bytes | 2014 MB
 36397 | lite               | observations_2003_marine_0       |  1.16479e+07 |  3140493312 |   996376576 |        8192 |  2144108544 | 2995 MB    | 950 MB     | 8192 bytes | 2045 MB
 35429 | lite               | observations_1981_marine_0       |  1.20264e+07 |  3164160000 |  1028751360 |        8192 |  2135400448 | 3018 MB    | 981 MB     | 8192 bytes | 2036 MB
 34692 | lite               | observations_1965_land_0         |  9.81272e+06 |  3168886784 |  1020338176 |        8192 |  2148540416 | 3022 MB    | 973 MB     | 8192 bytes | 2049 MB
 33988 | lite               | observations_1949_land_0         |  9.81292e+06 |  3181133824 |  1020370944 |        8192 |  2160754688 | 3034 MB    | 973 MB     | 8192 bytes | 2061 MB
 35605 | lite               | observations_1985_marine_0       |  1.18119e+07 |  3190734848 |  1010393088 |        8192 |  2180333568 | 3043 MB    | 964 MB     | 8192 bytes | 2079 MB
 35077 | lite               | observations_1973_marine_0       |   1.2319e+07 |  3218358272 |  1053777920 |        8192 |  2164572160 | 3069 MB    | 1005 MB    | 8192 bytes | 2064 MB
 36980 | lite               | observations_2017_land_0         |  9.70382e+06 |  3237355520 |  1015119872 |        8192 |  2222227456 | 3087 MB    | 968 MB     | 8192 bytes | 2119 MB
 35385 | lite               | observations_1980_marine_0       |  1.24194e+07 |  3254657024 |  1062363136 |        8192 |  2192285696 | 3104 MB    | 1013 MB    | 8192 bytes | 2091 MB
 35165 | lite               | observations_1975_marine_0       |  1.24265e+07 |  3260678144 |  1062977536 |        8192 |  2197692416 | 3110 MB    | 1014 MB    | 8192 bytes | 2096 MB
 35693 | lite               | observations_1987_marine_0       |  1.22757e+07 |  3312877568 |  1050083328 |        8192 |  2262786048 | 3159 MB    | 1001 MB    | 8192 bytes | 2158 MB
 36441 | lite               | observations_2004_marine_0       |   1.2308e+07 |  3320807424 |  1052835840 |        8192 |  2267963392 | 3167 MB    | 1004 MB    | 8192 bytes | 2163 MB
 35649 | lite               | observations_1986_marine_0       |   1.2345e+07 |  3335979008 |  1055989760 |        8192 |  2279981056 | 3181 MB    | 1007 MB    | 8192 bytes | 2174 MB
 34813 | lite               | observations_1967_marine_0       |  1.29912e+07 |  3344023552 |  1111252992 |        8192 |  2232762368 | 3189 MB    | 1060 MB    | 8192 bytes | 2129 MB
 35737 | lite               | observations_1988_marine_0       |  1.25583e+07 |  3388628992 |  1074241536 |        8192 |  2314379264 | 3232 MB    | 1024 MB    | 8192 bytes | 2207 MB
 35121 | lite               | observations_1974_marine_0       |   1.2982e+07 |  3397419008 |  1110466560 |        8192 |  2286944256 | 3240 MB    | 1059 MB    | 8192 bytes | 2181 MB
 34736 | lite               | observations_1966_land_0         |  1.06517e+07 |  3438731264 |  1107566592 |        8192 |  2331156480 | 3279 MB    | 1056 MB    | 8192 bytes | 2223 MB
 34857 | lite               | observations_1968_marine_0       |  1.34013e+07 |  3456622592 |  1146339328 |        8192 |  2310275072 | 3296 MB    | 1093 MB    | 8192 bytes | 2203 MB
 33966 | lite               | observations_1948_land_3         |  1.11823e+07 |  3459842048 |  1058570240 |        8192 |  2401263616 | 3300 MB    | 1010 MB    | 8192 bytes | 2290 MB
 34901 | lite               | observations_1969_marine_0       |  1.35274e+07 |  3476717568 |  1157144576 |        8192 |  2319564800 | 3316 MB    | 1104 MB    | 8192 bytes | 2212 MB
 34780 | lite               | observations_1967_land_0         |  1.09998e+07 |  3549380608 |  1143775232 |        8192 |  2405597184 | 3385 MB    | 1091 MB    | 8192 bytes | 2294 MB
 34032 | lite               | observations_1950_land_0         |    1.118e+07 |  3622404096 |  1162493952 |        8192 |  2459901952 | 3455 MB    | 1109 MB    | 8192 bytes | 2346 MB
 33757 | lite               | observations_1943_land_0         |  1.18375e+07 |  3850248192 |  1230848000 |        8192 |  2619392000 | 3672 MB    | 1174 MB    | 8192 bytes | 2498 MB
 34076 | lite               | observations_1951_land_0         |  1.20511e+07 |  3904897024 |  1253072896 |        8192 |  2651815936 | 3724 MB    | 1195 MB    | 8192 bytes | 2529 MB
 37046 | lite               | observations_2018_land_3         |  1.29139e+07 |  3989667840 |  1222426624 |        8192 |  2767233024 | 3805 MB    | 1166 MB    | 8192 bytes | 2639 MB
 34912 | lite               | observations_1970_land_0         |  1.27189e+07 |  4092395520 |  1322516480 |        8192 |  2769870848 | 3903 MB    | 1261 MB    | 8192 bytes | 2642 MB
 36738 | lite               | observations_2011_land_3         |  1.36497e+07 |  4213506048 |  1292091392 |        8192 |  2921406464 | 4018 MB    | 1232 MB    | 8192 bytes | 2786 MB
 34120 | lite               | observations_1952_land_0         |  1.31816e+07 |  4270186496 |  1370611712 |        8192 |  2899566592 | 4072 MB    | 1307 MB    | 8192 bytes | 2765 MB
 36782 | lite               | observations_2012_land_3         |  1.42363e+07 |  4395425792 |  1347584000 |        8192 |  3047833600 | 4192 MB    | 1285 MB    | 8192 bytes | 2907 MB
 36485 | lite               | observations_2005_marine_0       |  1.64286e+07 |  4428070912 |  1405296640 |        8192 |  3022766080 | 4223 MB    | 1340 MB    | 8192 bytes | 2883 MB
 34868 | lite               | observations_1969_land_0         |  1.37948e+07 |  4440178688 |  1434370048 |        8192 |  3005800448 | 4234 MB    | 1368 MB    | 8192 bytes | 2867 MB
 37002 | lite               | observations_2017_land_3         |   1.4395e+07 |  4446961664 |  1362616320 |        8192 |  3084337152 | 4241 MB    | 1299 MB    | 8192 bytes | 2941 MB
 36958 | lite               | observations_2016_land_3         |  1.45731e+07 |  4502085632 |  1380409344 |        8192 |  3121668096 | 4294 MB    | 1316 MB    | 8192 bytes | 2977 MB
 36914 | lite               | observations_2015_land_3         |  1.46472e+07 |  4524032000 |  1387479040 |        8192 |  3136544768 | 4314 MB    | 1323 MB    | 8192 bytes | 2991 MB
 36870 | lite               | observations_2014_land_3         |  1.46818e+07 |  4533346304 |  1390772224 |        8192 |  3142565888 | 4323 MB    | 1326 MB    | 8192 bytes | 2997 MB
 33823 | lite               | observations_1945_land_0         |  1.40515e+07 |  4565172224 |  1461075968 |        8192 |  3104088064 | 4354 MB    | 1393 MB    | 8192 bytes | 2960 MB
 36826 | lite               | observations_2013_land_3         |  1.48099e+07 |  4573896704 |  1402601472 |        8192 |  3171287040 | 4362 MB    | 1338 MB    | 8192 bytes | 3024 MB
 34648 | lite               | observations_1964_land_0         |  1.47338e+07 |  4751130624 |  1532002304 |        8192 |  3219120128 | 4531 MB    | 1461 MB    | 8192 bytes | 3070 MB
 34010 | lite               | observations_1949_land_3         |  1.55386e+07 |  4799856640 |  1470930944 |        8192 |  3328917504 | 4578 MB    | 1403 MB    | 8192 bytes | 3175 MB
 34164 | lite               | observations_1953_land_0         |  1.52296e+07 |  4926234624 |  1583538176 |        8192 |  3342688256 | 4698 MB    | 1510 MB    | 8192 bytes | 3188 MB
 34296 | lite               | observations_1956_land_0         |  1.52775e+07 |  4940292096 |  1588527104 |        8192 |  3351756800 | 4711 MB    | 1515 MB    | 8192 bytes | 3196 MB
 36529 | lite               | observations_2006_marine_0       |  1.85009e+07 |  4981293056 |  1582538752 |        8192 |  3398746112 | 4751 MB    | 1509 MB    | 8192 bytes | 3241 MB
 34054 | lite               | observations_1950_land_3         |  1.61772e+07 |  4997029888 |  1531379712 |        8192 |  3465641984 | 4766 MB    | 1460 MB    | 8192 bytes | 3305 MB
 34252 | lite               | observations_1955_land_0         |  1.55032e+07 |  5011152896 |  1612013568 |        8192 |  3399131136 | 4779 MB    | 1537 MB    | 8192 bytes | 3242 MB
 36573 | lite               | observations_2007_marine_0       |  1.87643e+07 |  5048418304 |  1605066752 |        8192 |  3443343360 | 4815 MB    | 1531 MB    | 8192 bytes | 3284 MB
 34098 | lite               | observations_1951_land_3         |  1.66383e+07 |  5138112512 |  1575018496 |        8192 |  3563085824 | 4900 MB    | 1502 MB    | 8192 bytes | 3398 MB
 34142 | lite               | observations_1952_land_3         |   1.6801e+07 |  5187510272 |  1590427648 |        8192 |  3597074432 | 4947 MB    | 1517 MB    | 8192 bytes | 3430 MB
 34186 | lite               | observations_1953_land_3         |  1.70353e+07 |  5259124736 |  1612595200 |        8192 |  3646521344 | 5015 MB    | 1538 MB    | 8192 bytes | 3478 MB
 33790 | lite               | observations_1944_land_0         |  1.61949e+07 |  5262114816 |  1683914752 |        8192 |  3578191872 | 5018 MB    | 1606 MB    | 8192 bytes | 3412 MB
 34208 | lite               | observations_1954_land_0         |   1.6296e+07 |  5268922368 |  1694433280 |        8192 |  3574480896 | 5025 MB    | 1616 MB    | 8192 bytes | 3409 MB
 34230 | lite               | observations_1954_land_3         |    1.728e+07 |  5334261760 |  1635770368 |        8192 |  3698483200 | 5087 MB    | 1560 MB    | 8192 bytes | 3527 MB
 34274 | lite               | observations_1955_land_3         |  1.75489e+07 |  5417574400 |  1661206528 |        8192 |  3756359680 | 5167 MB    | 1584 MB    | 8192 bytes | 3582 MB
 34318 | lite               | observations_1956_land_3         |  1.79258e+07 |  5532483584 |  1696890880 |        8192 |  3835584512 | 5276 MB    | 1618 MB    | 8192 bytes | 3658 MB
 34362 | lite               | observations_1957_land_3         |  1.83118e+07 |  5650882560 |  1733443584 |        8192 |  3917430784 | 5389 MB    | 1653 MB    | 8192 bytes | 3736 MB
 36617 | lite               | observations_2008_marine_0       |  2.10506e+07 |  5655830528 |  1800634368 |        8192 |  3855187968 | 5394 MB    | 1717 MB    | 8192 bytes | 3677 MB
 34406 | lite               | observations_1958_land_3         |  1.83286e+07 |  5656862720 |  1735016448 |        8192 |  3921838080 | 5395 MB    | 1655 MB    | 8192 bytes | 3740 MB
 34450 | lite               | observations_1959_land_3         |  1.86604e+07 |  5758443520 |  1766424576 |        8192 |  3992010752 | 5492 MB    | 1685 MB    | 8192 bytes | 3807 MB
 34494 | lite               | observations_1960_land_3         |  1.88769e+07 |  5827584000 |  1786920960 |        8192 |  4040654848 | 5558 MB    | 1704 MB    | 8192 bytes | 3853 MB
 34604 | lite               | observations_1963_land_0         |   1.8177e+07 |  5853724672 |  1889992704 |        8192 |  3963723776 | 5583 MB    | 1802 MB    | 8192 bytes | 3780 MB
 34340 | lite               | observations_1957_land_0         |  1.81652e+07 |  5866373120 |  1888772096 |        8192 |  3977592832 | 5595 MB    | 1801 MB    | 8192 bytes | 3793 MB
 34384 | lite               | observations_1958_land_0         |  1.82943e+07 |  5906604032 |  1902190592 |        8192 |  4004405248 | 5633 MB    | 1814 MB    | 8192 bytes | 3819 MB
 34538 | lite               | observations_1961_land_3         |   1.9182e+07 |  5920555008 |  1815789568 |        8192 |  4104757248 | 5646 MB    | 1732 MB    | 8192 bytes | 3915 MB
 34560 | lite               | observations_1962_land_0         |  1.84919e+07 |  5954109440 |  1922744320 |        8192 |  4031356928 | 5678 MB    | 1834 MB    | 8192 bytes | 3845 MB
 34582 | lite               | observations_1962_land_3         |  1.94437e+07 |  6001975296 |  1840570368 |        8192 |  4161396736 | 5724 MB    | 1755 MB    | 8192 bytes | 3969 MB
 35286 | lite               | observations_1978_land_3         |  1.95793e+07 |  6048980992 |  1853415424 |        8192 |  4195557376 | 5769 MB    | 1768 MB    | 8192 bytes | 4001 MB
 35330 | lite               | observations_1979_land_3         |  1.96134e+07 |  6059245568 |  1856626688 |        8192 |  4202610688 | 5779 MB    | 1771 MB    | 8192 bytes | 4008 MB
 34428 | lite               | observations_1959_land_0         |  1.87934e+07 |  6059892736 |  1954086912 |        8192 |  4105797632 | 5779 MB    | 1864 MB    | 8192 bytes | 3916 MB
 34516 | lite               | observations_1961_land_0         |  1.88813e+07 |  6082355200 |  1963245568 |        8192 |  4119101440 | 5801 MB    | 1872 MB    | 8192 bytes | 3928 MB
 36166 | lite               | observations_1998_land_3         |   1.9675e+07 |  6082535424 |  1862467584 |        8192 |  4220059648 | 5801 MB    | 1776 MB    | 8192 bytes | 4025 MB
 36122 | lite               | observations_1997_land_3         |  1.96977e+07 |  6089203712 |  1864613888 |        8192 |  4224581632 | 5807 MB    | 1778 MB    | 8192 bytes | 4029 MB
 35594 | lite               | observations_1985_land_3         |  1.97255e+07 |  6092701696 |  1867243520 |        8192 |  4225449984 | 5810 MB    | 1781 MB    | 8192 bytes | 4030 MB
 35242 | lite               | observations_1977_land_3         |   1.9729e+07 |  6094757888 |  1867579392 |        8192 |  4227170304 | 5812 MB    | 1781 MB    | 8192 bytes | 4031 MB
 34670 | lite               | observations_1964_land_3         |  1.97672e+07 |  6101221376 |  1871200256 |        8192 |  4230012928 | 5819 MB    | 1785 MB    | 8192 bytes | 4034 MB
